importer,archive,scope,caller_class,symbol,reference_kinds,lines
tests/guards/gate2/foundry_visibility_audit.py,False,test_negative_control,test/negative control,halt,qualified_attribute,145;150
tests/guards/gate2/foundry_visibility_audit.py,False,test_negative_control,test/negative control,load_corpus_gated,qualified_attribute,212
tests/guards/gate2/foundry_visibility_audit.py,False,test_negative_control,test/negative control,raw_faces,qualified_attribute,368
tests/guards/gate2/test_ground_truth.py,False,test_negative_control,test/negative control,FOUNDRY_OUT_DIR,qualified_attribute,325;348
tests/guards/gate2/test_ground_truth.py,False,test_negative_control,test/negative control,REPO_ROOT,qualified_attribute,73;79
tests/guards/gate2/test_ground_truth.py,False,test_negative_control,test/negative control,halt,qualified_attribute,366
tests/guards/gate2/test_ground_truth.py,False,test_negative_control,test/negative control,load_corpus_gated,qualified_attribute,319
tests/guards/gate2/test_locality.py,False,test_negative_control,test/negative control,REPO_ROOT,qualified_attribute,57
tests/guards/gate2/test_locality.py,False,test_negative_control,test/negative control,canonicalize_self_reference,qualified_attribute,389;390;402
tests/guards/gate2/test_locality.py,False,test_negative_control,test/negative control,halt,qualified_attribute,448;537
tests/guards/gate2/test_locality.py,False,test_negative_control,test/negative control,load_corpus_gated,qualified_attribute,471
tests/guards/gate2/test_object_lattice.py,False,test_negative_control,test/negative control,REPO_ROOT,qualified_attribute,58
tests/guards/gate2/test_object_lattice.py,False,test_negative_control,test/negative control,load_corpus_gated,qualified_attribute,218
tests/guards/probe/foundry_probe.py,False,test_negative_control,test/negative control,FOUNDRY_OUT_DIR,qualified_attribute,61
tests/guards/probe/foundry_probe.py,False,test_negative_control,test/negative control,REPO_ROOT,qualified_attribute,62
tests/guards/probe/foundry_probe.py,False,test_negative_control,test/negative control,halt,qualified_attribute,136;140;178;199;231;237
tests/guards/probe/foundry_probe.py,False,test_negative_control,test/negative control,load_corpus_gated,qualified_attribute,89
tests/refoundation/test_mtg_shapes_substrate.py,False,test_negative_control,test/negative control,halt,qualified_attribute,1879
tests/refoundation/test_mtg_shapes_substrate.py,False,test_negative_control,test/negative control,load_corpus_gated,qualified_attribute,1439
tests/refoundation/test_readonly_runtime.py,False,test_negative_control,test/negative control,gate_passes,qualified_attribute,1329;1332
